,RSI,Time,MACDM/O,Target_UP,timestamp,Target_Close,Target_Open,Close,Open
33148,47.2743911483376,20.0,0.0005274170946100165,1,1568232000.0,1116338.0,1112797.0,1112614.0,1111824.0
33149,51.117649150161746,21.0,0.0007136337987014851,1,1568235600.0,1123967.0,1116338.0,1116338.0,1112797.0
33150,57.889548040809956,22.0,0.0011427155511907205,-1,1568239200.0,1122525.0,1123964.0,1123967.0,1116338.0
33151,56.30186611823074,23.0,0.0008185783665748403,1,1568242800.0,1125499.0,1122525.0,1122525.0,1123964.0
33152,58.81089730264237,0.0,0.0008687744965925058,-1,1568246400.0,1124073.0,1124694.0,1125499.0,1122525.0
33153,57.11743660729656,1.0,0.0006428083284168995,-1,1568250000.0,1120120.0,1124120.0,1124073.0,1124694.0
33154,52.59613844855551,2.0,0.00021863392536136672,1,1568253600.0,1120104.0,1120046.0,1120120.0,1124120.0
33155,52.57799681765382,3.0,0.00017179898232289048,1,1568257200.0,1122377.0,1120147.0,1120104.0,1120046.0
33156,54.95501783985213,4.0,0.0002878272958812822,-1,1568260800.0,1120635.0,1122370.0,1122377.0,1120147.0
33157,52.77184169821268,5.0,9.332696556163532e-05,1,1568264400.0,1121973.0,1120633.0,1120635.0,1122370.0
33158,54.274407202111504,6.0,0.00015857935224827813,-1,1568268000.0,1119978.0,1121967.0,1121973.0,1120633.0
33159,51.63649331059178,7.0,-2.8910140216664715e-05,-1,1568271600.0,1118671.0,1119978.0,1119978.0,1121967.0
33160,49.924520741709564,8.0,-0.00012714885285947106,1,1568275200.0,1132218.0,1118727.0,1118671.0,1119978.0
33161,63.450613890546464,9.0,0.0008524163228240678,-1,1568278800.0,1129848.0,1132219.0,1132218.0,1118727.0
33162,60.3779468712037,10.0,0.0004811247937066554,1,1568282400.0,1133033.0,1129801.0,1129848.0,1132219.0
33163,62.972987252442934,11.0,0.0005799985582810585,1,1568286000.0,1136279.0,1133033.0,1133033.0,1129801.0
33164,65.45613112371721,12.0,0.0006511888170717128,1,1568289600.0,1142500.0,1136278.0,1136279.0,1133033.0
33165,69.6561416504632,13.0,0.0009078202948884506,1,1568293200.0,1152583.0,1141943.0,1142500.0,1136278.0
33166,74.96843101933536,14.0,0.001404998127461976,-1,1568296800.0,1148202.0,1152583.0,1152583.0,1141943.0
33167,69.29215918872164,15.0,0.0007320250656925875,1,1568300400.0,1152162.0,1148203.0,1148202.0,1152583.0
33168,71.4000886170738,16.0,0.0007746945510769264,-1,1568304000.0,1145160.0,1152162.0,1152162.0,1148203.0
33169,63.146082221695565,17.0,3.944627673679868e-05,1,1568307600.0,1147088.0,1145154.0,1145160.0,1152162.0
33170,64.36754816763256,18.0,8.246756794405563e-05,1,1568311200.0,1149471.0,1147079.0,1147088.0,1145154.0
33171,65.87310174361056,19.0,0.00014685881606912865,1,1568314800.0,1149981.0,1149470.0,1149471.0,1147079.0
33172,66.20223315396969,20.0,6.474863790750796e-05,1,1568318400.0,1152259.0,1149981.0,1149981.0,1149470.0
33173,67.70065618470589,21.0,0.00012223722727910946,1,1568322000.0,1157375.0,1152313.0,1152259.0,1149981.0
33174,70.8286407343365,22.0,0.00035829549382282444,1,1568325600.0,1160034.0,1157375.0,1157375.0,1152313.0
33175,72.32858378918249,23.0,0.0003719988212302905,1,1568329200.0,1162315.0,1160034.0,1160034.0,1157375.0
33176,73.58341802922668,0.0,0.00035208172011547134,-1,1568332800.0,1157226.0,1162304.0,1162315.0,1160034.0
33177,66.35384098168363,1.0,-0.00017290967261440748,-1,1568336400.0,1152165.0,1157097.0,1157226.0,1162304.0
33178,60.03646643926215,2.0,-0.0005737601113513513,1,1568340000.0,1154649.0,1152226.0,1152165.0,1157097.0
