,MACDS/O,UP,FirstUP,C/O,C-1/C,H/O,L/O,Hour,Target_C/C,timestamp,Target_Close,Target_Open,Close,Open
22879,0.000496525704436257,-1,-1.0,0.9997550645226098,1.000283534101169,1.0026970423353083,0.9937775380406813,23.0,0.9905773084630799,1531263600.0,719698.0,726548.0,726544.0,726722.0
22880,-0.00120032218970334,-1,-1.0,0.9905718548533614,1.0095123232244636,1.0011726685642242,0.9799765466287156,0.0,1.0078977571147898,1531267200.0,725382.0,719698.0,719698.0,726548.0
22881,0.0009608095037494381,1,-1.0,1.0078977571147898,0.9921641286935712,1.0101459223174163,0.9977504453256782,1.0,0.9970208800328656,1531270800.0,723221.0,725385.0,725382.0,719698.0
22882,0.00030189951448222896,-1,-1.0,0.9970167566188988,1.0029880216420706,1.001537114773534,0.9960228016846226,2.0,1.0004853288275644,1531274400.0,723572.0,723234.0,723221.0,725385.0
22883,0.000510512430424992,1,1.0,1.0004673452852049,0.9995149066022456,1.0013356672944027,0.9994289538379004,3.0,0.9960985223308808,1531278000.0,720749.0,723572.0,723572.0,723234.0
22884,-0.00018131817028421704,-1,-1.0,0.9960985223308808,1.003916758816176,1.0004850933977545,0.9952154035811226,4.0,0.9991481084260956,1531281600.0,720135.0,720750.0,720749.0,723572.0
22885,-5.479163964761114e-05,-1,1.0,0.999146722164412,1.0008526179119193,1.001168227540756,0.9948831078737428,5.0,1.0001596922799196,1531285200.0,720250.0,720135.0,720135.0,720750.0
22886,0.00021623534120296384,1,-1.0,1.0001596922799196,0.9998403332176328,1.0002749484471662,0.993563706804974,6.0,0.995697327316904,1531288800.0,717151.0,720044.0,720250.0,720135.0
22887,-0.00039153303706074283,-1,-1.0,0.9959821899772792,1.0043212656748721,1.0011499297265167,0.9934115137408268,7.0,1.00376350308373,1531292400.0,719850.0,717151.0,717151.0,720044.0
22888,0.0006740463834552513,1,1.0,1.00376350308373,0.9962506077655068,1.0054256356053328,0.999789444621844,8.0,1.003264569007432,1531296000.0,722200.0,719850.0,719850.0,717151.0
22889,0.0012471440715187132,1,1.0,1.003264569007432,0.99674605372473,1.00437591164826,0.9994318260748768,9.0,0.9966782054832456,1531299600.0,719801.0,722168.0,722200.0,719850.0
22890,0.00036495138231362745,-1,-1.0,0.9967223693101882,1.0033328656114675,1.0001633968827195,0.9949485438291368,10.0,1.0007849391706876,1531303200.0,720366.0,719802.0,719801.0,722168.0
22891,0.0005416193781568879,1,1.0,1.0007835488092558,0.9992156764755694,1.0015059696972224,0.9985079230121616,11.0,1.0046073801373192,1531306800.0,723685.0,720366.0,720366.0,719802.0
