,MACDS/O,RSI,ATR/O,Time,C/O,O-1/C,H/O,L/O,In,Open,timestamp,Target_Close,Target_Open
513307,2.6904198540123048e-06,61.49124050537199,0.0009907183665192089,8.0,1.0002271821343305,0.999836099944091,1.00082800814527,0.999672957586843,1,1201679.0,1602888000.0,1201601.0,1201952.0
513308,-7.68023353492353e-05,58.52400920263883,0.0009814598602326202,9.0,0.9997079750272888,1.0000649133947126,1.0003843747504058,0.999523275471899,0,1201952.0,1602888300.0,1202068.0,1201601.0
513309,7.002535113986853e-07,61.2062303232224,0.0009546906254774037,10.0,1.0003886481452662,0.9999034996356279,1.0005692405382485,0.9999625499645888,1,1201601.0,1602888600.0,1202047.0,1202069.0
513310,-2.5073075216930366e-05,61.0151470954994,0.0009541793637946024,11.0,0.9999816982219822,0.9996289662550631,1.0003701950553587,0.9994226620934406,0,1202069.0,1602888900.0,1202154.0,1202029.0
513311,-1.8213784740650496e-05,61.671738545478924,0.0009417033594432266,0.0,1.0001039908354956,0.9999292935846822,1.000268712318921,0.9994891970160452,1,1202029.0,1602889200.0,1202400.0,1202159.0
513312,4.634204182174528e-06,63.2060439718401,0.001209431364469125,1.0,1.0002004726496243,0.9996914504324684,1.0042764725797502,0.9995865771499444,0,1202159.0,1602889500.0,1201691.0,1202421.0
513313,-0.0001307895636366574,56.22074343122252,0.0011870214769709325,2.0,0.9993928915080492,1.000389451198353,1.0000016633109368,0.9991059703714424,0,1202421.0,1602889800.0,1202428.0,1201656.0
513314,1.7949405067607668e-05,61.04070438020436,0.0011688090220675687,3.0,1.0006424467568091,0.9999941784456116,1.0009012562663524,0.9999692091580286,0,1201656.0,1602890100.0,1202319.0,1202427.0
513315,-2.293761647798043e-05,59.988769669832976,0.001136647430435592,4.0,0.9999101816575976,0.9994485656468874,1.0001638353097526,0.9994452885705328,0,1202427.0,1602890400.0,1201580.0,1202289.0
513316,-0.00014140350680735825,53.284208027149546,0.0011269291405443325,5.0,0.9994102915355626,1.0007049052081427,1.0002162541618531,0.9992156627898948,0,1202289.0,1602890700.0,1201552.0,1201578.0
513317,-0.00010802128930653687,53.04231620297905,0.0011306686717015102,6.0,0.9999783617875828,1.000613373370441,1.0001198424072344,0.9989405598304896,0,1201578.0,1602891000.0,1202746.0,1201553.0
513318,0.00010493587336268816,61.14301914625186,0.0011381257867560135,7.0,1.0009928817122506,0.999028888892584,1.0010860944128142,0.9998510261303496,0,1201553.0,1602891300.0,1202674.0,1202760.0
513319,4.116743855675509e-05,60.46563117051751,0.0011291647203469292,8.0,0.99992849778842,0.9990679103397928,1.0002111809504806,0.9991985100934516,0,1202760.0,1602891600.0,1202280.0,1202675.0
513320,-4.871877002154967e-05,56.75984614644561,0.0010913906999315338,9.0,0.9996715654686428,1.0003992414412617,1.000233645831168,0.9996333173966366,0,1202675.0,1602891900.0,1201165.0,1202287.0
513321,-0.00021742836430149737,47.8266837586431,0.001107243531692482,10.0,0.9990667785645192,1.0012571128862395,1.0002403752182298,0.998927044873645,0,1202287.0,1602892200.0,1200246.0,1201165.0
513322,-0.0002884479872393708,41.964358211607156,0.0011454218135661307,11.0,0.9992349094420832,1.0017004847339628,1.0000582767563158,0.9984165372783922,1,1201165.0,1602892500.0,1200872.0,1200335.0
513323,-0.00010068989300571209,46.75225104878146,0.0011762530938463993,0.0,1.0004473751077825,1.0002439893677262,1.0005090245639758,0.998931964826486,1,1200335.0,1602892800.0,1200545.0,1200872.0
513324,-0.00011076575053736716,44.67872952459594,0.0012129211266643633,1.0,0.9997276978728792,0.9998250794430864,1.00088102645411,0.999191420900812,1,1200872.0,1602893100.0,1200193.0,1200511.0
513325,-0.00011270129430696052,42.4939255918512,0.0012169000778483132,2.0,0.9997351127978004,1.0005657423431065,1.000577254185926,0.9993086277426864,0,1200511.0,1602893400.0,1198876.0,1200194.0
513326,-0.0002654754175686058,35.49937042818445,0.00122615357162675,3.0,0.998901844201854,1.0013637774048358,1.0000716550824282,0.9987252060916818,0,1200194.0,1602893700.0,1199995.0,1198876.0
513327,2.1181811738602008e-05,43.9423734973493,0.0012203144064814842,4.0,1.0009333742605573,1.0001658340243085,1.0009333742605573,0.9997889690009644,1,1198876.0,1602894000.0,1199263.0,1199995.0
513328,-8.177085588567667e-05,40.232370242410695,0.0012386852457524939,5.0,0.9993899974583228,0.999677301809528,1.0006016691736217,0.999124163017346,1,1199995.0,1602894300.0,1198607.0,1199260.0
513329,-0.00013345409946807774,37.201104215634686,0.0012178684999603765,6.0,0.9994554975568268,1.001158010924348,1.0003610559845235,0.9994138051798608,1,1199260.0,1602894600.0,1197501.0,1198607.0
513330,-0.00023310977875679042,32.72442089438085,0.0013279519009934105,7.0,0.999077262188524,1.0014688923015511,1.000945263960581,0.998186227846158,1,1198607.0,1602894900.0,1197612.0,1197501.0
513331,-0.00010193385060186522,33.588191429407736,0.0013474434606550135,8.0,1.0000926930332417,1.0008308199984637,1.000645510943206,0.99904467720695,1,1197501.0,1602895200.0,1197632.0,1197612.0
513332,-2.8807083043203008e-05,33.753234509245374,0.001338514116390767,9.0,1.0000166998994666,0.9998906174851708,1.0004492272956518,0.9992267946546962,0,1197612.0,1602895500.0,1198712.0,1197673.0
513333,0.00017703466969387627,42.11834018232326,0.0013376134282992989,10.0,1.0008675155906497,0.9990823483872691,1.0010704090348534,0.9997445045517432,1,1197673.0,1602895800.0,1198800.0,1198783.0
513334,0.00014582696236986603,42.75265622241666,0.0013261429716292105,11.0,1.0000141810486134,0.99905989322656,1.000404576975149,0.999227549940231,1,1198783.0,1602896100.0,1199450.0,1198825.0
513335,0.00021578575121772306,47.342912365034316,0.0013050024293742436,0.0,1.0005213438158196,0.999443911792905,1.00062978332951,0.9995996079494504,1,1198825.0,1602896400.0,1199427.0,1199526.0
513336,0.00014244547386288442,47.19869725876927,0.0012954519697940445,1.0,0.9999174673996228,0.9994980936730622,1.0005535519863678,0.9993822559911164,0,1199526.0,1602896700.0,1198986.0,1199492.0
513337,2.8213076070482398e-05,44.40558242587371,0.0012450803914120367,2.0,0.9995781547521784,1.000450380571583,1.0000608590970177,0.9994706092245718,1,1199492.0,1602897000.0,1199596.0,1198987.0
513338,0.0001266441941267793,48.909351587239684,0.001254741213228538,3.0,1.0005079287765422,0.9999133041457292,1.000941628224493,0.99956129632765,0,1198987.0,1602897300.0,1200764.0,1199537.0
513339,0.00028193945838950185,56.222344153853356,0.0012594389477536918,4.0,1.0010228946668591,0.9985201088640232,1.0013205094965807,1.0,0,1199537.0,1602897600.0,1201742.0,1200781.0
513340,0.0003323800202301719,61.226893857528275,0.0012503192665317788,5.0,1.0008003124633051,0.9981651635708828,1.0010068447119,0.9998750813012532,0,1200781.0,1602897900.0,1201915.0,1201743.0
