timestamp,Open,High,Low,Close,Volume
1493564400.0,153300.0,153335.0,153300.0,153333.0,81.65652329
1493564460.0,153333.0,153349.0,153300.0,153349.0,42.21909846
1493564520.0,153312.0,153349.0,153312.0,153348.0,2.6490275
1493564580.0,153316.0,153350.0,153315.0,153350.0,40.71025432
1493564640.0,153350.0,153350.0,153327.0,153327.0,95.06857452
1493564700.0,153350.0,153400.0,153328.0,153399.0,69.55417662
1493564760.0,153383.0,153399.0,153350.0,153378.0,49.24284673
1493564820.0,153374.0,153399.0,153350.0,153375.0,18.09715713
1493564880.0,153390.0,153398.0,153371.0,153383.0,27.95201247
1493564940.0,153383.0,153384.0,153352.0,153352.0,31.88747815
1493565000.0,153353.0,153396.0,153353.0,153361.0,15.7064391
1493565060.0,153379.0,153379.0,153352.0,153376.0,10.10275954
1493565120.0,153358.0,153386.0,153358.0,153368.0,11.76376432
1493565180.0,153368.0,153377.0,153353.0,153358.0,11.0063097
1493565240.0,153353.0,153365.0,153308.0,153310.0,18.56115317
1493565300.0,153347.0,153375.0,153309.0,153310.0,2.86021774
1493565360.0,153366.0,153366.0,153310.0,153310.0,3.06876921
1493565420.0,153310.0,153351.0,153310.0,153346.0,4.28489149
1493565480.0,153313.0,153388.0,153310.0,153327.0,10.48459629
1493565540.0,153391.0,153399.0,153330.0,153399.0,21.18862567
1493565600.0,153382.0,153399.0,153382.0,153398.0,11.02911132
1493565660.0,153392.0,153513.0,153392.0,153513.0,183.49834531
1493565720.0,153513.0,153589.0,153476.0,153500.0,79.8566264
1493565780.0,153500.0,153533.0,153466.0,153466.0,13.36896798
1493565840.0,153508.0,153549.0,153465.0,153539.0,26.6434299
1493565900.0,153533.0,153539.0,153466.0,153482.0,10.56029069
1493565960.0,153481.0,153518.0,153469.0,153492.0,49.44189617
1493566020.0,153469.0,153549.0,153469.0,153549.0,32.75690851
1493566080.0,153515.0,153533.0,153493.0,153516.0,13.38237028
1493566140.0,153515.0,153515.0,153475.0,153482.0,9.53559047
1493566200.0,153492.0,153507.0,153475.0,153507.0,0.43953882
1493566260.0,153484.0,153550.0,153484.0,153550.0,18.32281218
1493566320.0,153550.0,153565.0,153512.0,153529.0,23.19927114
1493566380.0,153534.0,153580.0,153480.0,153550.0,137.48348107
1493566440.0,153550.0,153555.0,153486.0,153549.0,64.47172955
1493566500.0,153513.0,153540.0,153486.0,153539.0,53.05839929
1493566560.0,153530.0,153544.0,153455.0,153489.0,61.98916194
1493566620.0,153489.0,153489.0,153226.0,153415.0,123.77710372
1493566680.0,153375.0,153415.0,153348.0,153379.0,32.94024328
1493566740.0,153377.0,153515.0,153377.0,153492.0,52.08147031
1493566800.0,153451.0,153480.0,153425.0,153471.0,14.38405886
1493566860.0,153478.0,153490.0,153450.0,153488.0,38.44642081
1493566920.0,153488.0,153505.0,153450.0,153450.0,21.28644265
1493566980.0,153450.0,153498.0,153437.0,153444.0,6.88357202
1493567040.0,153441.0,153459.0,153399.0,153449.0,8.11621921
1493567100.0,153397.0,153449.0,153393.0,153428.0,5.85100616
1493567160.0,153428.0,153440.0,153398.0,153410.0,0.6737161
1493567220.0,153411.0,153430.0,153411.0,153412.0,8.71737919
1493567280.0,153420.0,153420.0,153412.0,153419.0,0.7043777
1493567340.0,153419.0,153419.0,153400.0,153405.0,1.25472144
1493567400.0,153400.0,153400.0,153350.0,153370.0,24.5816683
1493567460.0,153370.0,153390.0,153358.0,153390.0,36.10542105
1493567520.0,153351.0,153389.0,153301.0,153340.0,19.00106264
1493567580.0,153300.0,153361.0,153253.0,153356.0,16.96783133
1493567640.0,153356.0,153396.0,153325.0,153325.0,4.12726157
1493567700.0,153344.0,153346.0,153250.0,153293.0,10.1685421
1493567760.0,153301.0,153301.0,153241.0,153296.0,6.54294598
1493567820.0,153275.0,153298.0,153275.0,153285.0,2.69233277
1493567880.0,153285.0,153294.0,153275.0,153293.0,0.10694483
1493567940.0,153293.0,153296.0,153275.0,153284.0,3.26750007
1493568000.0,153283.0,153322.0,153275.0,153302.0,21.20806658
1493568060.0,153320.0,153320.0,153301.0,153320.0,1.38105
1493568120.0,153320.0,153350.0,153308.0,153345.0,18.18565383
1493568180.0,153323.0,153352.0,153321.0,153321.0,16.0500805
1493568240.0,153314.0,153348.0,153314.0,153318.0,2.4655608
1493568300.0,153318.0,153340.0,153300.0,153310.0,9.80585794
1493568360.0,153310.0,153349.0,153300.0,153331.0,7.31722893
1493568420.0,153327.0,153335.0,153290.0,153310.0,2.78662475
1493568480.0,153321.0,153332.0,153288.0,153312.0,3.47083641
1493568540.0,153339.0,153377.0,153298.0,153377.0,9.47133748
1493568600.0,153373.0,153377.0,153269.0,153325.0,18.13214955
1493568660.0,153325.0,153370.0,153324.0,153330.0,0.11692973
1493568720.0,153330.0,153391.0,153316.0,153390.0,20.54949549
1493568780.0,153390.0,153390.0,153365.0,153366.0,0.12141356
1493568840.0,153384.0,153391.0,153365.0,153388.0,18.17732068
1493568900.0,153391.0,153391.0,153365.0,153375.0,1.59626484
1493568960.0,153376.0,153390.0,153365.0,153390.0,2.60060688
1493569020.0,153390.0,153396.0,153361.0,153384.0,37.96158312
1493569080.0,153382.0,153386.0,153338.0,153358.0,3.0900171
1493569140.0,153341.0,153359.0,153327.0,153338.0,8.82472423
1493569200.0,153341.0,153380.0,153341.0,153370.0,0.47628118
1493569260.0,153354.0,153387.0,153341.0,153385.0,18.34668459
1493569320.0,153343.0,153411.0,153342.0,153411.0,57.17956873
1493569380.0,153411.0,153502.0,153401.0,153431.0,43.61571409
1493569440.0,153449.0,153489.0,153431.0,153471.0,15.92084001
1493569500.0,153471.0,153500.0,153426.0,153459.0,11.77740485
1493569560.0,153459.0,153483.0,153425.0,153458.0,1.02532714
1493569620.0,153451.0,153494.0,153417.0,153463.0,12.58813022
1493569680.0,153435.0,153435.0,153389.0,153431.0,32.92530503
1493569740.0,153428.0,153433.0,153427.0,153427.0,5.83939764
1493569800.0,153424.0,153424.0,153423.0,153423.0,5.00316126
1493569860.0,153423.0,153433.0,153403.0,153431.0,12.18061931
1493569920.0,153430.0,153430.0,153387.0,153392.0,2.23110147
1493569980.0,153397.0,153430.0,153397.0,153422.0,17.75965328
1493570040.0,153430.0,153430.0,153390.0,153390.0,3.07353404
1493570100.0,153429.0,153429.0,153369.0,153422.0,3.27973082
1493570160.0,153425.0,153427.0,153371.0,153400.0,11.67357177
1493570220.0,153400.0,153400.0,153388.0,153400.0,8.51915069
1493570280.0,153400.0,153400.0,153385.0,153385.0,5.53516814
1493570340.0,153385.0,153430.0,153385.0,153392.0,4.8074059
1493570400.0,153396.0,153416.0,153391.0,153396.0,7.08244217
1493570460.0,153384.0,153388.0,153301.0,153382.0,12.85640851
1493570520.0,153381.0,153381.0,153334.0,153368.0,3.88494144
1493570580.0,153364.0,153364.0,153300.0,153301.0,11.19918342
1493570640.0,153300.0,153349.0,153280.0,153287.0,5.75145819
1493570700.0,153343.0,153364.0,153285.0,153301.0,2.31948473
1493570760.0,153350.0,153356.0,153302.0,153316.0,1.82186843
1493570820.0,153320.0,153352.0,153275.0,153318.0,42.97320138
1493570880.0,153276.0,153320.0,153275.0,153282.0,5.13938814
1493570940.0,153299.0,153375.0,153281.0,153375.0,28.74984917
1493571000.0,153331.0,153350.0,153331.0,153342.0,6.65159918
1493571060.0,153345.0,153350.0,153308.0,153344.0,7.061387
1493571120.0,153308.0,153372.0,153308.0,153329.0,0.49863551
1493571180.0,153320.0,153337.0,153320.0,153333.0,0.6525023
1493571240.0,153320.0,153359.0,153300.0,153300.0,1.04602754
1493571300.0,153318.0,153322.0,153270.0,153271.0,13.13861948
1493571360.0,153271.0,153272.0,153250.0,153250.0,11.54209881
1493571420.0,153250.0,153250.0,153231.0,153232.0,7.79800797
1493571480.0,153231.0,153232.0,153231.0,153232.0,9.98766845
1493571540.0,153231.0,153232.0,153230.0,153230.0,26.58495821
1493571600.0,153232.0,153232.0,153230.0,153232.0,0.55781492
1493571660.0,153230.0,153232.0,153213.0,153226.0,7.72789826
1493571720.0,153213.0,153220.0,153200.0,153202.0,14.49881621
1493571780.0,153214.0,153215.0,153200.0,153215.0,5.81512026
1493571840.0,153202.0,153231.0,153202.0,153231.0,17.18798515
1493571900.0,153231.0,153237.0,153181.0,153196.0,13.67664523
1493571960.0,153195.0,153248.0,153157.0,153224.0,14.26452888
1493572020.0,153170.0,153221.0,153163.0,153215.0,24.85731852
1493572080.0,153189.0,153253.0,153174.0,153246.0,6.2495422
1493572140.0,153212.0,153252.0,153212.0,153251.0,2.54085892
1493572200.0,153252.0,153254.0,153201.0,153234.0,11.32365903
1493572260.0,153234.0,153250.0,153234.0,153239.0,8.86083271
1493572320.0,153240.0,153272.0,153239.0,153254.0,4.42190956
1493572380.0,153271.0,153279.0,153229.0,153241.0,19.35099723
1493572440.0,153241.0,153297.0,153241.0,153297.0,2.0231533
1493572500.0,153297.0,153297.0,153230.0,153234.0,5.26641087
1493572560.0,153239.0,153297.0,153239.0,153274.0,1.3193567
1493572620.0,153274.0,153296.0,153256.0,153275.0,1.59841432
1493572680.0,153299.0,153299.0,153251.0,153260.0,4.05858101
1493572740.0,153259.0,153347.0,153259.0,153289.0,16.10134719
1493572800.0,153290.0,153357.0,153256.0,153257.0,18.39260178
1493572860.0,153256.0,153284.0,153248.0,153248.0,14.6999787
1493572920.0,153251.0,153280.0,153236.0,153236.0,14.86724301
1493572980.0,153240.0,153275.0,153198.0,153226.0,24.58803491
1493573040.0,153230.0,153270.0,153170.0,153232.0,24.54792831
1493573100.0,153267.0,153267.0,153172.0,153207.0,10.79954195
1493573160.0,153208.0,153224.0,153187.0,153206.0,2.89718809
1493573220.0,153191.0,153206.0,153191.0,153206.0,2.58793446
1493573280.0,153204.0,153206.0,153190.0,153205.0,4.09503225
1493573340.0,153201.0,153206.0,153190.0,153205.0,2.57673612
1493573400.0,153200.0,153205.0,153200.0,153205.0,0.53989548
1493573460.0,153201.0,153248.0,153200.0,153248.0,7.33951704
1493573520.0,153248.0,153278.0,153239.0,153274.0,0.78143964
1493573580.0,153274.0,153339.0,153250.0,153313.0,31.48025915
1493573640.0,153312.0,153312.0,153252.0,153275.0,16.08740555
1493573700.0,153274.0,153322.0,153272.0,153318.0,35.69375193
1493573760.0,153316.0,153325.0,153315.0,153325.0,3.51808123
1493573820.0,153315.0,153326.0,153315.0,153315.0,0.45663736
1493573880.0,153315.0,153348.0,153315.0,153326.0,0.67139968
1493573940.0,153348.0,153391.0,153348.0,153391.0,12.83812325
1493574000.0,153390.0,153390.0,153315.0,153315.0,13.43235441
1493574060.0,153315.0,153342.0,153273.0,153310.0,9.81000594
1493574120.0,153296.0,153320.0,153261.0,153287.0,0.08217237
1493574180.0,153289.0,153329.0,153271.0,153329.0,10.08767541
1493574240.0,153297.0,153329.0,153275.0,153290.0,5.53114248
1493574300.0,153335.0,153350.0,153289.0,153311.0,0.45944329
1493574360.0,153350.0,153358.0,153268.0,153343.0,3.11197522
1493574420.0,153261.0,153366.0,153261.0,153354.0,1.54740596
1493574480.0,153298.0,153345.0,153250.0,153258.0,3.15400467
1493574540.0,153282.0,153300.0,153253.0,153274.0,0.0972254
1493574600.0,153274.0,153301.0,153270.0,153290.0,0.05933436
1493574660.0,153301.0,153301.0,153283.0,153300.0,0.04529805
1493574720.0,153300.0,153300.0,153255.0,153270.0,0.53510412
1493574780.0,153272.0,153272.0,153251.0,153261.0,5.3038119
1493574840.0,153252.0,153288.0,153251.0,153255.0,0.06667763
1493574900.0,153287.0,153287.0,153251.0,153258.0,0.46410585
1493574960.0,153258.0,153262.0,153251.0,153251.0,0.08242532
1493575020.0,153262.0,153325.0,153252.0,153325.0,6.88730149
1493575080.0,153325.0,153334.0,153288.0,153289.0,0.37717876
1493575140.0,153332.0,153333.0,153276.0,153321.0,0.5835487
1493575200.0,153320.0,153320.0,153277.0,153306.0,0.08585951
1493575260.0,153306.0,153306.0,153257.0,153257.0,0.22211451
1493575320.0,153267.0,153285.0,153257.0,153272.0,4.20219335
1493575380.0,153285.0,153329.0,153285.0,153328.0,2.40004817
1493575440.0,153329.0,153329.0,153327.0,153329.0,0.583479
1493575500.0,153325.0,153329.0,153291.0,153291.0,0.5052231
1493575560.0,153307.0,153347.0,153291.0,153298.0,15.75073769
1493575620.0,153344.0,153349.0,153301.0,153307.0,6.06501592
1493575680.0,153307.0,153338.0,153300.0,153300.0,6.06300733
1493575740.0,153338.0,153338.0,153251.0,153251.0,20.38998411
1493575800.0,153251.0,153274.0,153200.0,153206.0,5.42425291
1493575860.0,153249.0,153269.0,153205.0,153269.0,6.80256226
1493575920.0,153268.0,153276.0,153225.0,153247.0,2.70293249
1493575980.0,153247.0,153275.0,153200.0,153238.0,22.72384207
1493576040.0,153273.0,153330.0,153204.0,153263.0,28.89413096
1493576100.0,153264.0,153298.0,153264.0,153267.0,13.56501233
1493576160.0,153263.0,153263.0,153225.0,153231.0,1.10135867
1493576220.0,153233.0,153260.0,153233.0,153237.0,3.03501245
1493576280.0,153238.0,153268.0,153238.0,153268.0,3.39276688
1493576340.0,153266.0,153275.0,153254.0,153274.0,1.02197172
1493576400.0,153275.0,153275.0,153200.0,153230.0,5.85952105
1493576460.0,153259.0,153275.0,153227.0,153259.0,5.51674368
1493576520.0,153237.0,153279.0,153237.0,153256.0,0.07251483
1493576580.0,153258.0,153258.0,153237.0,153237.0,3.25093135
1493576640.0,153251.0,153251.0,153223.0,153245.0,2.09013561
1493576700.0,153228.0,153242.0,153200.0,153226.0,12.06388996
1493576760.0,153230.0,153256.0,153207.0,153213.0,5.46586852
1493576820.0,153254.0,153275.0,153216.0,153265.0,5.58023858
1493576880.0,153272.0,153296.0,153253.0,153296.0,8.41049614
1493576940.0,153255.0,153300.0,153255.0,153267.0,0.07633605
1493577000.0,153289.0,153299.0,153266.0,153294.0,3.89263857
1493577060.0,153297.0,153297.0,153276.0,153280.0,0.44725811
1493577120.0,153281.0,153283.0,153252.0,153253.0,4.39439504
1493577180.0,153267.0,153299.0,153258.0,153272.0,1.08071366
1493577240.0,153299.0,153350.0,153281.0,153298.0,16.07502242
1493577300.0,153331.0,153342.0,153307.0,153318.0,0.06772711
1493577360.0,153342.0,153367.0,153326.0,153349.0,21.82095066
1493577420.0,153350.0,153367.0,153350.0,153365.0,5.63873164
1493577480.0,153366.0,153378.0,153364.0,153370.0,19.51668051
1493577540.0,153379.0,153390.0,153371.0,153371.0,1.19955315
1493577600.0,153387.0,153388.0,153340.0,153370.0,7.57063661
1493577660.0,153386.0,153410.0,153367.0,153390.0,31.18930195
1493577720.0,153392.0,153410.0,153356.0,153396.0,4.90869974
1493577780.0,153393.0,153399.0,153362.0,153389.0,1.08763383
1493577840.0,153398.0,153399.0,153389.0,153390.0,17.86487761
1493577900.0,153396.0,153431.0,153390.0,153431.0,3.90832386
1493577960.0,153431.0,153489.0,153405.0,153405.0,16.78566854
1493578020.0,153475.0,153480.0,153400.0,153463.0,5.61455698
1493578080.0,153463.0,153463.0,153425.0,153463.0,0.05522551
1493578140.0,153463.0,153479.0,153410.0,153422.0,0.33838189
1493578200.0,153425.0,153449.0,153402.0,153449.0,3.95301433
1493578260.0,153448.0,153475.0,153414.0,153475.0,0.04397155
1493578320.0,153434.0,153500.0,153432.0,153499.0,20.49957239
1493578380.0,153457.0,153499.0,153454.0,153498.0,0.33661796
1493578440.0,153498.0,153500.0,153461.0,153475.0,30.38183098
1493578500.0,153500.0,153550.0,153481.0,153550.0,11.37883674
1493578560.0,153563.0,153660.0,153552.0,153629.0,48.64629055
1493578620.0,153630.0,153630.0,153537.0,153620.0,1.26662073
1493578680.0,153554.0,153604.0,153500.0,153500.0,40.95186804
1493578740.0,153543.0,153543.0,153352.0,153381.0,30.67423413
1493578800.0,,,,,
1493578860.0,,,,,
1493578920.0,,,,,
1493578980.0,,,,,
1493579040.0,,,,,
1493579100.0,,,,,
1493579160.0,,,,,
1493579220.0,,,,,
1493579280.0,,,,,
