,MACDS/O,UP,FirstUP,C/O,C-1/C,H/O,L/O,Target_UP,timestamp,Target_Close,Target_Open
513348,2.1841624919582973e-05,1,1.0,1.000239355933077,0.9997607013444764,1.000819461631992,0.9999734048963248,-1,1602900300.0,1203346.0,1203484.0
513349,-3.9641385456423706e-05,-1,-1.0,0.9998853329167651,1.0001421037673288,1.000456175570261,0.999526375090986,1,1602900600.0,1203557.0,1203346.0
513350,-2.4174288647982323e-05,1,-1.0,1.000175344414657,0.9998246863256164,1.0003199412305357,0.9994415571248836,1,1602900900.0,1203850.0,1203550.0
513351,1.8720162420216013e-07,1,1.0,1.0002492625981472,0.9997566141961208,1.000354783764696,0.9994707324166008,-1,1602901200.0,1203881.0,1203897.0
513352,-3.291698940932619e-05,-1,1.0,0.9999867098265052,0.9999742499466311,1.0004410676328623,0.9998994930629448,1,1602901500.0,1204783.0,1203900.0
513353,8.542247808418502e-05,1,1.0,1.0007334496220617,0.9992513174571688,1.0008165129994189,0.9999310573967938,-1,1602901800.0,1204624.0,1204784.0
513354,-1.8184441479274227e-06,-1,-1.0,0.999867196111502,1.000131991393165,1.0003270295754259,0.9993882720886068,-1,1602902100.0,1204342.0,1204707.0
513355,-8.945374572943976e-05,-1,1.0,0.9996970217654584,1.0002341527572731,1.0002830563780238,0.9993375982707828,-1,1602902400.0,1203868.0,1204299.0
513356,-0.0001534317902915916,-1,1.0,0.9996421154547168,1.000393730874149,1.0003113844651537,0.9994403383212972,1,1602902700.0,1203896.0,1203868.0
513357,-0.0001193930846584701,1,-1.0,1.0000232583638735,0.9999767421770652,1.000209325274864,0.9993313220386288,1,1602903000.0,1204422.0,1203845.0
513358,-9.406830596470073e-06,1,1.0,1.0004792975839911,0.9995632759946264,1.0007102243228987,0.9999568050704202,1,1602903300.0,1204864.0,1204392.0
513359,4.5336216286662186e-05,1,1.0,1.0003918989830554,0.9996331536173376,1.0005961514191393,0.9998962131930468,-1,1602903600.0,1203727.0,1204855.0
513360,-0.00016741637284967137,-1,-1.0,0.999063787758693,1.0009445663343928,1.000126156259467,0.9988853430495784,-1,1602903900.0,1203500.0,1203742.0
513361,-0.00016287053682673136,-1,-1.0,0.9997989602423112,1.000188616535106,1.000221808327698,0.9992506699940684,1,1602904200.0,1203813.0,1203512.0
513362,-7.151141747652191e-05,1,1.0,1.0002501013699905,0.9997399928394194,1.000643117808547,0.9998030763299408,1,1602904500.0,1204132.0,1203719.0
513363,6.534421311377159e-06,1,1.0,1.0003431033322558,0.9997350788783954,1.0005458084486496,0.9999526467555966,-1,1602904800.0,1204103.0,1204132.0
513364,-1.1671836042337347e-05,-1,1.0,0.9999759162616724,1.000024084318368,1.0005173851371776,0.999774111143961,-1,1602905100.0,1203951.0,1204174.0
513365,-5.296196029458411e-05,-1,-1.0,0.9998148108163771,1.0001262509852975,1.000238337648878,0.9992899697219836,1,1602905400.0,1204699.0,1203933.0
513366,7.456021272989055e-05,1,1.0,1.0006362480304136,0.9993790980153548,1.000708511187915,0.9996984882049084,1,1602905700.0,1204963.0,1204699.0
513367,7.694588937856572e-05,1,1.0,1.0002191418769335,0.999780906135707,1.0003843283675011,0.9999294429562904,1,1602906000.0,1205649.0,1204922.0
513368,0.00014763561108921408,1,1.0,1.0006033585576497,0.9994310118450728,1.0008896841455297,0.9999402450947033,-1,1602906300.0,1205337.0,1205649.0
513369,2.8749065426714185e-05,-1,1.0,0.9997412182152516,1.000258848770095,1.000755609634313,0.999595238746932,1,1602906600.0,1205915.0,1205270.0
513370,9.894503574137127e-05,1,1.0,1.0005351498004595,0.9995206959031108,1.0010288151202635,0.9998622715242228,1,1602906900.0,1206991.0,1205950.0
513371,0.00020217131392308296,1,1.0,1.0008632198681535,0.9991085269069944,1.0010124797877191,0.9999237115966664,-1,1602907200.0,1206410.0,1206933.0
513372,2.1966950876306512e-05,-1,-1.0,0.9995666702294164,1.0004815941512422,1.000303247984768,0.9992973926473134,-1,1602907500.0,1205674.0,1206332.0
513373,-0.00011532962268934187,-1,-1.0,0.999454544851666,1.000610446936734,1.0,0.9993882281163065,-1,1602907800.0,1205640.0,1205710.0
513374,-0.0001097797892030128,-1,-1.0,0.999941942921598,1.0000282007896222,1.0001998822270697,0.9998050940939364,1,1602908100.0,1205951.0,1205644.0
513375,-4.5003958309530745e-05,1,-1.0,1.0002546356967728,0.9997421122417081,1.0003284551658698,0.9998515316295691,-1,1602908400.0,1205268.0,1205968.0
513376,-0.00015716323371506302,-1,1.0,0.9994195534209864,1.0005666789460934,1.0001708171361097,0.9994195534209864,-1,1602908700.0,1204975.0,1205262.0
513377,-0.0001612007750325661,-1,1.0,0.9997618775004936,1.0002431585717546,1.000297860548163,0.9996482092690219,1,1602909000.0,1205557.0,1204946.0
513378,-2.0796470201922546e-05,1,1.0,1.0005070766656765,0.9995172356014688,1.000702936065185,0.9999518650628328,-1,1602909300.0,1205300.0,1205566.0
513379,-6.509035937973806e-05,-1,1.0,0.9997793567502732,1.0002132249232556,1.0002720713756028,0.9997702324053598,-1,1602909600.0,1204554.0,1205317.0
513380,-0.00016829110813121329,-1,1.0,0.9993669715103992,1.0006193163610764,1.0002298150611002,0.9993288072764259,1,1602909900.0,1204915.0,1204554.0
513381,-5.6605869287462696e-05,1,1.0,1.0002996959870625,0.9997003938037125,1.0008766730258671,1.0,1,1602910200.0,1205251.0,1204879.0
513382,1.848956923500289e-05,1,1.0,1.0003087446955254,0.9997212198952751,1.0004075097997391,0.99981989892761,1,1602910500.0,1205250.0,1205211.0
513383,1.4908251802392417e-05,1,-1.0,1.0000323594789626,1.0000008297033811,1.0000979081671175,0.999724529563703,1,1602910800.0,1205673.0,1205250.0
513384,7.134953577048186e-05,1,-1.0,1.0003509645301805,0.9996491586027058,1.0004671230035262,0.9998290811035055,1,1602911100.0,1206109.0,1205643.0
513385,0.00011219702826115173,1,1.0,1.0003865157430516,0.9996385069674466,1.000451211511202,0.9998573375368994,1,1602911400.0,1206437.0,1206099.0
513386,0.00011551401113063521,1,-1.0,1.000280242334999,0.9997281250492152,1.000280242334999,0.9998540749971604,-1,1602911700.0,1204392.0,1206437.0
513387,-0.0002524985066044705,-1,-1.0,0.9983049259928202,1.0016979521617546,1.0000298399336227,0.9980322221549904,-1,1602912000.0,1204213.0,1204370.0
513388,-0.00019127373704685982,-1,-1.0,0.999869641389274,1.0001486447995496,1.00010129777394,0.9996927854396904,-1,1602912300.0,1203758.0,1204213.0
513389,-0.00019241084682564136,-1,-1.0,0.9996221598670668,1.0003779829500614,1.0002192303188888,0.9995557264371004,1,1602912600.0,1204926.0,1203827.0
513390,5.2068550816741777e-05,1,1.0,1.0009129218733257,0.9990306458653893,1.0009569481329128,0.9998479848018028,-1,1602912900.0,1204768.0,1204921.0
513391,1.4621705248685226e-05,-1,-1.0,0.9998730207208604,1.000131145581556,1.0002763666663623,0.9997045449452704,-1,1602913200.0,1204177.0,1204812.0
513392,-8.416846927217225e-05,-1,1.0,0.9994729468165988,1.0004907916361132,1.0001933911680827,0.999430616560924,1,1602913500.0,1204612.0,1204187.0
