,MACDS,UP,FirstUP,C/O,C-1/C,H/O,L/O,Target_C/O,timestamp,Target_Close,Target_Open
510210,140.90181602048688,1,1.0,1.000024444754854,0.9999903969381948,1.0004400055873726,0.9995111049029194,1.0002819877077804,1601958900.0,1145763.0,1145503.0
510211,221.33906027325432,1,1.0,1.0002269745256014,0.9997425296505472,1.0003160183779527,0.9999738106316614,0.9998463557057468,1601959200.0,1145327.0,1145737.0
510212,185.75331557076424,-1,1.0,0.9996421517329019,1.0003806773087511,1.0003028618260559,0.9994448987856724,0.999255501044306,1601959500.0,1144884.0,1145342.0
510213,75.29809924564323,-1,-1.0,0.9996001194403068,1.0003869387641018,1.0000349240663486,0.9995110630711176,0.9993504123659134,1601959800.0,1144598.0,1144884.0
510214,-50.97448551328853,-1,1.0,0.9997501930326566,1.000249869386457,1.000307454729038,0.9996121877849634,0.99936238081762,1601960100.0,1144154.0,1144514.0
510215,-213.1504475576803,-1,-1.0,0.9996854560101492,1.0003880596493129,1.0001502821284842,0.999261695357156,0.998553971379992,1601960400.0,1142859.0,1144185.0
510216,-551.8164103704039,-1,-1.0,0.998841096501003,1.0011331231586749,1.0000506911032745,0.9984679051027588,0.9979985754052012,1601960700.0,1141895.0,1142853.0
510217,-932.7926318822427,-1,-1.0,0.9991617469613328,1.0008442107198998,1.0003132511355353,0.9990681216219408,0.999259747316584,1601961000.0,1142007.0,1141942.0
510218,-1130.254699086072,1,1.0,1.000056920579154,0.9999019270459814,1.0002907328042931,0.9993493539952116,1.000889712437234,1601961300.0,1142958.0,1142004.0
510219,-1048.287322314689,1,1.0,1.0008353736063968,0.9991679484285512,1.000842378835801,0.9999246937839096,1.0002031516527088,1601961600.0,1142236.0,1142966.0
510220,-1099.7286566097757,-1,-1.0,0.9993613108351428,1.0006320935428406,1.0001172388330009,0.9990454659193712,0.9993254392519112,1601961900.0,1142195.0,1142240.0
510221,-1108.9915527536068,-1,1.0,0.9999606037260121,1.0000358957971274,1.0006522272026894,0.999781131811178,0.9998853130690571,1601962200.0,1142109.0,1142224.0
510222,-1099.2322273387108,-1,-1.0,0.9998993192228496,1.0000752992927997,1.0001505834232165,0.9994729580187424,0.999234826093656,1601962500.0,1141350.0,1142050.0
510223,-1202.5088830764869,-1,-1.0,0.9993870671161508,1.0006650019713497,1.0000674226172237,0.9992382119872159,0.9994772558119172,1601962800.0,1141453.0,1141365.0
510224,-1215.4150508199816,1,-1.0,1.0000771006645552,0.9999097641339592,1.000528314780986,0.9993700525248276,1.00027423304552,1601963100.0,1141678.0,1141453.0
510225,-1147.2000143460464,1,-1.0,1.000197117183099,0.9998029216644272,1.0003206439511745,0.9997529464638492,1.0004590640175286,1601963400.0,1141977.0,1141661.0
510226,-1015.041776202852,1,-1.0,1.0002767896950144,0.9997381733607594,1.0005702218084005,0.9991214554933556,0.9999386858270536,1601963700.0,1141591.0,1141972.0
510227,-972.7674295050093,-1,1.0,0.9996663666009324,1.0003381245997909,1.0003502712851102,0.9995604095371864,1.0002740872805989,1601964000.0,1142285.0,1141600.0
510228,-788.9119943564293,1,-1.0,1.0006000350385424,0.9993924458432004,1.0006972669936929,0.9995918009810792,1.000426594253679,1601964300.0,1142087.0,1142300.0
510229,-684.9503004935103,-1,1.0,0.9998135340978728,1.000173366827571,1.0001181826140244,0.9996331961831392,0.9991744725553708,1601964600.0,1141357.0,1142079.0
510230,-734.1192029961385,-1,-1.0,0.9993678195641458,1.0006395895412217,1.0000087559617157,0.9987986820526426,1.0002276550046012,1601964900.0,1142339.0,1141357.0
510231,-562.3815202335827,1,1.0,1.0008603793554514,0.9991403602608332,1.0012450092302407,0.9999491832967248,1.0003846298747894,1601965200.0,1141796.0,1142320.0
510232,-536.7535378795583,-1,-1.0,0.9995412844036696,1.0004755665635543,1.0,0.9994327333846909,0.9995894320330556,1601965500.0,1141851.0,1141798.0
510233,-494.7283052839339,1,-1.0,1.0000464180178978,0.9999518325946204,1.0002679983674871,0.9993054813548456,0.9995866168972096,1601965800.0,1141326.0,1141854.0
510234,-551.076989893103,-1,-1.0,0.9995375941232416,1.0004599912733083,1.0000779434148324,0.9993659434568692,0.9996847232658466,1601966100.0,1141494.0,1141333.0
510235,-540.3560874303803,1,-1.0,1.0001410631253105,0.9998528244563704,1.0002462033429331,0.9994891937760496,1.0000665888044944,1601966400.0,1141409.0,1141545.0
510236,-533.8110476350412,-1,-1.0,0.99988086321608,1.0000744693619903,1.0002154974179729,0.9996758778672764,1.0002645537407635,1601966700.0,1141847.0,1141468.0
510237,-433.00892069144174,1,1.0,1.00033202858074,0.999616410955233,1.0005624336380872,0.9997993811477852,1.0003381610347375,1601967000.0,1141854.0,1141879.0
510238,-354.5358699222561,-1,1.0,0.9999781062616968,0.999993869619058,1.0001760256559582,0.9997004936600112,0.9997775596188389,1601967300.0,1141625.0,1141840.0
