,MACDS/O,UP,FirstUP,C/O,C-1/C,H/O,L/O,Target_C/O,timestamp,Target_Close,Target_Open
41932,0.00030445201149920115,1,-1.0,1.0003621594820309,0.9996406800716472,1.0013429704483279,0.998882814764908,1.0008019890774145,1599854400.0,1108135.0,1107648.0
41933,0.00023132992079055723,1,1.0,1.0004396703645924,0.9995605228604818,1.0011447680129428,0.9985022317559368,1.0026795516265097,1599858000.0,1110616.0,1108135.0
41934,0.0005118555043022166,1,1.0,1.002238896885307,0.9977661045761992,1.002417575475912,0.9995117923357714,1.0043758206355724,1599861600.0,1112984.0,1110683.0
41935,0.0006465177567258618,1,1.0,1.0020716982253262,0.9978723863056432,1.0055245286008698,0.999839738251148,1.003755346935174,1599865200.0,1114854.0,1112984.0
41936,0.0006419016386263188,1,1.0,1.0016801679089726,0.9983226503201316,1.0022992244273052,0.998401594272694,0.997136526670644,1599868800.0,1109797.0,1114944.0
41937,-0.0005487639467882666,-1,-1.0,0.9953836246484128,1.0045566891963125,1.0004986797543196,0.9938454308019058,0.9975944980196316,1599872400.0,1112262.0,1109744.0
41938,-1.9801816821374274e-05,1,1.0,1.0022689917674708,0.997783795544575,1.003425114260586,0.999871141452443,1.0003072780749434,1599876000.0,1110085.0,1112315.0
41939,-0.00047289830958463513,-1,-1.0,0.997995172230888,1.001961111086088,1.0003191541964285,0.9964434535181133,0.9968893703672072,1599879600.0,1108855.0,1110085.0
41940,-0.0005841138371555088,-1,-1.0,0.99889197674052,1.00110925233687,1.0004107793547339,0.997374074958224,0.9996901138201127,1599883200.0,1109741.0,1108885.0
41941,-0.0002897833079855694,1,1.0,1.0007719465950031,0.999201615512088,1.0017612286215432,0.9992190353372984,1.001670146137787,1599886800.0,1110737.0,1109695.0
41942,-6.126770139602833e-05,1,1.0,1.0009389967513596,0.9991032980804636,1.0014193089092047,0.9996566624162496,0.9975705036068471,1599890400.0,1106999.0,1110740.0
41943,-0.0007124897590040646,-1,-1.0,0.9966319750796766,1.003376696817251,1.0010605542251112,0.9960566829320994,0.9975151700668023,1599894000.0,1107980.0,1107055.0
41944,-0.00033011171362162806,1,-1.0,1.0008355501759172,0.9991146049567682,1.0009719480965265,0.9974210856732502,0.9987778384994422,1599897600.0,1105702.0,1108029.0
41945,-0.0006200624109711228,-1,-1.0,0.9978998744617696,1.0020602296097865,1.0,0.9973710074375308,1.0000216600829042,1599901200.0,1108053.0,1105695.0
41946,-2.6664851745517026e-06,1,-1.0,1.0021325953359652,0.9978782603359224,1.0022953888730617,0.9994184653091496,1.0004106014768992,1599904800.0,1106149.0,1108108.0
41947,-0.0003300665796415192,-1,1.0,0.9982321217787437,1.001721287096042,1.0008798781346222,0.9977818046616396,0.9984414876528279,1599908400.0,1106381.0,1106153.0
41948,-0.00016450796861644523,1,1.0,1.0002061197682421,0.9997903073172804,1.0006671771445723,0.998196452027884,0.996917243817085,1599912000.0,1102743.0,1106378.0
41949,-0.000701820050834745,-1,-1.0,0.9967145044460392,1.0032990461059377,1.000014461603539,0.995516902902986,0.9932211233412088,1599915600.0,1098878.0,1102749.0
41950,-0.0010689357559137136,-1,-1.0,0.996489681695472,1.0035172239320471,1.0001396509994571,0.9949816322662728,1.0025218794122688,1599919200.0,1105530.0,1098914.0
41951,0.0004956094425870862,1,-1.0,1.006020489319455,0.9939829764909138,1.007028757482387,0.9984693979692678,1.0078304580704225,1599922800.0,1107519.0,1105530.0
41952,0.0007032628103824656,1,-1.0,1.00179913706548,0.9982040940155428,1.002731721436777,0.9992953605962752,1.0025164400785145,1599926400.0,1108312.0,1107514.0
41953,0.0006163487898127594,1,-1.0,1.0007205326524091,0.9992844975061174,1.0009977300512678,0.9988812782502072,1.001467250075394,1599930000.0,1109139.0,1108361.0
41954,0.0005394121149648878,1,-1.0,1.0007019373651724,0.9992543765930151,1.0009789229321493,0.9986132676988816,1.0099859161410407,1599933600.0,1119429.0,1109072.0
41955,0.0020784625774041827,1,1.0,1.0093384379012365,0.9908078136264112,1.0126267726531728,0.999963032156614,1.010542146948079,1599937200.0,1120764.0,1119594.923076923
41956,0.0014681083685967875,1,-1.0,1.0010441963418912,0.9988088482499438,1.0013541298659254,0.9977706909655648,0.9990282886653924,1599940800.0,1118507.0,1120765.0
41957,0.0004657119723909808,-1,1.0,0.9979853046802852,1.0020178684621557,1.001149215045081,0.9971385616074736,0.999925943440418,1599944400.0,1120682.0,1118534.0
41958,0.0005388062210422984,1,1.0,1.0019203707710271,0.9980592175121936,1.0037951461466528,0.9992677915914938,1.00040678244917,1599948000.0,1118989.0,1120744.0
41959,-7.705383778033871e-05,-1,-1.0,0.9984340759352716,1.001512972871047,1.000267679327304,0.99556812260427,0.999124688599716,1599951600.0,1119763.0,1118891.0
41960,-3.521271782980229e-05,1,-1.0,1.000779343117426,0.999308782304827,1.0015720923664593,0.9979980176800064,0.9990133087137174,1599955200.0,1117787.0,1119763.0
41961,-0.00047976633735835605,-1,-1.0,0.998235340871238,1.001767778655504,1.0004545604739574,0.9968153975439444,0.9978450797177616,1599958800.0,1117350.0,1117740.0
41962,-0.0004889199105088117,-1,1.0,0.9996510816468946,1.0003911039513134,1.000907187718074,0.9975495195662676,1.0002657147458265,1599962400.0,1118037.0,1117351.0
41963,-0.0003020164104750034,1,1.0,1.000613952106366,0.9993855301747616,1.00205754503285,0.999749407303524,1.0132536687218252,1599966000.0,1132160.0,1118057.0
41964,0.0020553167994141752,1,1.0,1.012613847057887,0.9875256147540984,1.0127605300981972,0.9999660124662696,1.0107856755067048,1599969600.0,1130116.0,1132160.0
41965,0.0008341620594214394,-1,-1.0,0.9981946014697568,1.0018086638893706,1.0022302501413227,0.9963105921424532,0.997627543810062,1599973200.0,1129474.0,1130174.0
41966,0.0002455625733222,-1,-1.0,0.9993806263460316,1.0005684061784512,1.000083173033533,0.9978286529330882,0.9981011773408344,1599976800.0,1128028.0,1129481.0
41967,-0.0002637210658784639,-1,1.0,0.9987135684442676,1.0012818830738244,1.0008986428279891,0.997942417800742,1.0002939403141795,1599980400.0,1129813.0,1128028.0
41968,-5.079840205235442e-05,1,-1.0,1.001582407528891,0.9984200925285864,1.0023651895165724,0.9993546259490012,1.0010966039850075,1599984000.0,1129265.0,1129911.0
