,MACDS/O,UP,FirstUP,C/O,C-1/C,H/O,L/O,Target_C/O,timestamp,Target_Close,Target_Open
37895,-0.0010412315265029284,-1,-1.0,0.9992441315211154,1.000697606006696,1.0037429487269216,0.9957139457734354,1.0008272560574458,1585321200.0,715001.0,713871.0
37896,-0.00012087535240246083,1,1.0,1.0015829190427965,0.998418184030512,1.007885178134425,0.9952778583245432,1.0031476275125335,1585324800.0,716118.0,715001.0
37897,0.0004703945545657673,1,-1.0,1.0015622355772928,0.9984402011958924,1.0092167703261954,0.9928405694537491,1.0006279711496906,1585328400.0,715450.0,716080.0
37898,0.0003835377634345827,-1,-1.0,0.9991202100323986,1.0009336781046894,1.00331946151268,0.9944643056641717,0.999086694224109,1585332000.0,715426.0,715484.0
37899,0.0004650778542882872,-1,-1.0,0.9999189359929782,1.000033546446453,1.003193642345601,0.9972270518977364,1.001552795031056,1585335600.0,716595.0,715426.0
37900,0.0008227188531283457,1,1.0,1.0016339914959758,0.9983686740767099,1.00868433632549,0.9996142158657918,1.0054303310195605,1585339200.0,719311.0,716596.0
37901,0.0014292933052207912,1,-1.0,1.0037887456809695,0.9962241645129852,1.004051097131438,0.9962614918308224,1.0056921891833055,1585342800.0,720675.0,719340.0
37902,0.0014194340524588125,1,-1.0,1.001855867878889,0.9981073299337426,1.0041454666777878,0.9982442238718826,0.997622820919176,1585346400.0,717630.0,720675.0
37903,0.00024319849704523838,-1,-1.0,0.9957747944635238,1.0042431336482591,1.0005800117944983,0.9924168314427446,0.9491102091788948,1585350000.0,684000.0,717707.0
37904,-0.008457263589402575,-1,-1.0,0.9530351522278591,1.0491666666666666,1.0004514377036868,0.9351378765986677,0.9426395451068472,1585353600.0,676539.0,684106.0
37905,-0.007140952348260731,-1,-1.0,0.9889388486579566,1.0110281890622714,1.000049699900308,0.9647627706817364,0.9826211142717648,1585357200.0,672217.0,676383.0
37906,-0.005180368655493872,-1,-1.0,0.9938407677307088,1.0064294714355633,1.0003636992650613,0.9899199122390716,0.9906103494617694,1585360800.0,670032.0,672127.0
37907,-0.003206991411339955,-1,-1.0,0.9968830295464994,1.0032610382787688,1.001283983532874,0.992476124303889,0.9745464770794804,1585364400.0,655019.0,670023.0
37908,-0.005426645981968847,-1,-1.0,0.9776067388731432,1.0229199458336322,1.001802923183234,0.970141323506805,0.9878601182347472,1585368000.0,661889.0,654779.0
37909,-0.0005231693605168841,1,-1.0,1.0108586255820666,0.9896206161456076,1.0151272414051151,0.9965194363288988,1.011564207159973,1585371600.0,662351.0,661890.0
37910,0.0007567596211042192,1,-1.0,1.0006964903533822,0.99930248463428,1.0041034008672136,0.994422033872698,1.0011618244723444,1585375200.0,662659.0,662183.0
37911,0.0015620990370648347,1,1.0,1.000718834521575,0.9995352058902088,1.0024298419017101,0.9925035828464336,1.005462236270034,1585378800.0,665800.0,662606.0
37912,0.002796897858411418,1,1.0,1.0048203608177408,0.9952823670772004,1.0073648593583515,0.9998445531733792,1.0174009894265974,1585382400.0,674136.0,665880.0
37913,0.004918178652743244,1,-1.0,1.012398630383853,0.9876345425848791,1.0196461824953444,0.9963897398930738,1.0115621433291284,1585386000.0,673579.0,674136.0
37914,0.003685291900774157,-1,-1.0,0.9991737572240617,1.0008269260175866,1.0043967389369504,0.9963686852504541,1.000642303630128,1585389600.0,674569.0,673579.0
37915,0.0032138284530014443,1,1.0,1.0014697607852976,0.9985323962411554,1.005567275701885,0.994686592070121,0.9965438352442698,1585393200.0,671251.0,674569.0
37916,0.0016324934057286855,-1,1.0,0.995081303765812,1.004943009395889,1.0107920761256446,0.9932282687167658,0.9944853676940388,1585396800.0,670849.0,671251.0
37917,0.0013715294606405635,-1,-1.0,0.9994011182106246,1.0005992406636963,1.0038733648069054,0.9944149058995816,0.9983761662924896,1585400400.0,670161.0,670968.0
37918,0.0010524352867168352,-1,1.0,0.9987972600779768,1.001026618976634,1.002216201070692,0.9867832743141252,1.0007690381657546,1585404000.0,671484.0,670174.0
